customer_state,customer_city,total_orders,total_customers,total_product_revenue,total_freight,total_order_value,avg_order_value
MG,cachoeira da prata,2,2,169.8,44.63,214.43,107.215
RS,fontoura xavier,1,1,199.0,15.16,214.16,214.16
MG,moema,1,1,189.99,24.13,214.12,214.12
MA,pocao de pedras,1,1,179.0,35.05,214.05,214.05
SP,pinheiros,1,1,199.99,13.84,213.83,213.83
SC,rio das antas,2,2,176.8,36.98,213.78,106.89
CE,frecheirinha,2,2,175.09,38.62,213.71,106.855
SP,mira estrela,1,1,198.0,15.56,213.56,213.56
PI,baixa grande do ribeiro,1,1,159.99,53.48,213.47,213.47
PI,agua branca,2,2,132.9,80.51,213.41,106.705
SP,sao joao de iracema,3,3,168.38,45.0,213.38,71.12666666666667
RS,bossoroca,1,1,155.99,57.35,213.34,213.34
BA,jussari,2,2,139.99,73.2,213.19,106.595
MG,ritapolis,3,3,145.69,66.64,212.33,70.77666666666667
MG,fruta de leite,2,2,178.9,33.26,212.16,106.08
PE,jatauba,2,2,126.89,85.23,212.12,106.06
MG,cachoeira do brumado,1,1,195.9,15.27,211.17,211.17
PR,chopinzinho,4,4,142.38,68.76,211.14,52.785
RS,campina das missoes,2,2,155.8,55.2,211.0,105.5
SP,estrela do norte,3,3,173.79,36.98,210.77,70.25666666666666
MT,nortelandia,1,1,174.9,35.74,210.64,210.64
MG,sao roque de minas,2,2,169.89,40.65,210.54,105.27
PE,panelas,2,2,161.79,48.7,210.49,105.245
SP,rinopolis,3,3,169.69,40.8,210.49,70.16333333333333
MG,guape,1,1,176.96,33.52,210.48,210.48
MA,pastos bons,2,2,137.9,72.32,210.22,105.11
MG,ladainha,2,2,171.14,39.07,210.21,105.105
BA,ubata,1,1,144.0,66.18,210.18,210.18
BA,nova canaa,2,2,156.9,53.18,210.08,105.04
PR,ventania,3,3,166.77,43.11,209.88,69.96
SP,nova campina,2,2,156.5,53.02,209.52,104.76
PI,isaias coelho,1,1,170.0,39.46,209.46,209.46
RS,jaguari,3,3,157.89,51.45,209.34,69.78
PR,espigao alto do iguacu,2,2,158.9,50.42,209.32,104.66
MG,bugre,1,1,187.9,21.4,209.3,209.3
MT,rio branco,4,4,133.88,75.29,209.17,52.2925
MG,inconfidentes,2,2,99.99,108.98,208.97,104.485
PE,macaparana,2,2,144.88,63.83,208.71,104.355
SC,sao bernardino,1,1,189.9,18.58,208.48,208.48
ES,celina,2,2,174.9,33.33,208.23,104.115
MG,acaiaca,2,2,164.9,43.0,207.9,103.95
RS,maquine,1,1,122.99,84.41,207.4,207.4
MG,sao francisco do humaita,1,1,170.8,36.52,207.32,207.32
GO,matrincha,2,2,163.29,43.89,207.18,103.59
MG,santana do deserto,1,1,190.9,16.09,206.99,206.99
RS,salvador do sul,1,1,179.0,27.99,206.99,206.99
GO,carmo do rio verde,2,2,169.89,36.43,206.32,103.16
RS,macambara,2,2,162.74,42.98,205.72,102.86
SP,engenheiro balduino,1,1,179.6,25.94,205.54,205.54
CE,fortim,1,1,179.0,26.53,205.53,205.53
RN,lagoa nova,2,2,113.8,91.4,205.2,102.6
PB,pedras de fogo,2,2,159.99,44.64,204.63,102.315
AL,lagoa da canoa,1,1,160.99,43.54,204.53,204.53
MG,arantina,1,1,180.0,24.41,204.41,204.41
BA,apuarema,1,1,169.99,34.39,204.38,204.38
PA,mae do rio,2,2,148.89,54.72,203.61,101.805
AL,monteiropolis,1,1,159.9,43.53,203.43,203.43
RN,sao jose do serido,1,1,149.9,53.41,203.31,203.31
GO,cocalzinho de goias,1,1,149.9,53.18,203.08,203.08
BA,abaira,2,2,157.99,45.01,203.0,101.5
RO,guajara-mirim,3,3,118.89,83.96,202.85,67.61666666666666
SC,belmonte,1,1,149.7,52.8,202.5,202.5
SP,aguas de santa barbara,3,3,154.9,47.13,202.03,67.34333333333333
CE,saboeiro,1,1,163.99,37.84,201.83,201.83
PR,palmital,1,1,179.0,22.75,201.75,201.75
PR,alto alegre,2,2,167.99,32.7,200.69,100.345
MG,ataleia,2,2,164.8,35.89,200.69,100.345
MG,luz,2,2,166.9,33.63,200.53,100.265
AL,porto de pedras,1,1,179.9,20.45,200.35,200.35
MG,ribeiro junqueira,1,1,149.0,51.33,200.33,200.33
MG,urucania,1,1,149.0,51.33,200.33,200.33
CE,quixelo,2,2,115.99,84.26,200.25,100.125
SP,lucianopolis,2,2,142.9,57.07,199.97,99.985
BA,tabocas do brejo velho,3,3,139.88,60.08,199.96,66.65333333333334
ES,aguia branca,2,2,157.89,42.05,199.94,99.97
BA,iramaia,2,2,154.9,44.47,199.37,99.685
SP,aparecida de monte alto,1,1,179.9,19.36,199.26,199.26
MG,sao joao do manhuacu,2,2,154.8,44.46,199.26,99.63
PB,curral de cima,1,1,199.0,0.0,199.0,199.0
MG,capitao andrade,1,1,199.0,0.0,199.0,199.0
ES,pancas,1,1,159.94,38.96,198.9,198.9
CE,varzea alegre,2,2,140.29,58.36,198.65,99.325
PI,bocaina,1,1,114.9,83.72,198.62,198.62
PB,triunfo,1,1,159.9,38.67,198.57,198.57
SP,emilianopolis,2,1,169.85,28.64,198.49,99.245
MG,carlos chagas,3,3,150.79,47.67,198.46,66.15333333333334
PR,lindoeste,2,2,164.3,33.95,198.25,99.125
RS,capivari do sul,1,1,159.0,38.95,197.95,197.95
BA,ichu,2,2,160.98,36.94,197.92,98.96
MG,pequi,1,1,169.99,27.51,197.5,197.5
GO,apore,1,1,134.64,62.74,197.38,197.38
MG,claraval,1,1,171.0,26.04,197.04,197.04
PR,jaboti,2,2,160.7,36.26,196.96,98.48
SC,jaguaruna,2,2,162.9,33.99,196.89,98.445
MG,sao goncalo do rio das pedras,1,1,169.0,27.5,196.5,196.5
RN,jose da penha,1,1,159.99,36.44,196.43,196.43
BA,itabatan,2,2,154.98,41.42,196.4,98.2
MG,desembargador otoni,1,1,169.99,26.03,196.02,196.02
GO,campinacu,1,1,179.9,16.01,195.91,195.91
SP,porangaba,2,2,166.39,29.24,195.63,97.815
GO,jesupolis,2,2,159.33,36.01,195.34,97.67
TO,parana,2,2,108.88,86.37,195.25,97.625
BA,maragogipe,2,2,152.8,42.24,195.04,97.52
ES,santo antonio do canaa,1,1,160.0,34.88,194.88,194.88
BA,barra,2,2,143.9,50.94,194.84,97.42
RN,governador dix-sept rosado,1,1,159.9,34.92,194.82,194.82
PB,areial,1,1,159.9,34.92,194.82,194.82
SC,ipira,2,2,130.2,64.54,194.74,97.37
RJ,purilandia,1,1,166.99,27.49,194.48,194.48
ES,piacu,1,1,166.99,27.49,194.48,194.48
RN,lagoa d'anta,1,1,170.0,24.34,194.34,194.34
RS,sao vendelino,2,2,155.98,38.3,194.28,97.14
PR,sapopema,2,2,154.98,38.33,193.31,96.655
PI,pimenteiras,2,2,102.5,90.71,193.21,96.605
BA,itagimirim,1,1,129.9,63.16,193.06,193.06
PB,caldas brandao,1,1,139.0,53.32,192.32,192.32
RS,fazenda vilanova,2,2,157.8,34.41,192.21,96.105
RS,vila langaro,3,3,140.64,51.27,191.91,63.97
PR,roncador,2,2,158.98,32.75,191.73,95.865
MG,felicio dos santos,1,1,169.9,21.68,191.58,191.58
RS,coxilha,2,2,115.9,75.6,191.5,95.75
PI,sao lourenco do piaui,1,1,152.49,38.62,191.11,191.11
PI,campo grande do piaui,1,1,155.99,34.89,190.88,190.88
RN,severiano melo,1,1,120.0,70.83,190.83,190.83
RN,poco de pedra,1,1,174.0,16.66,190.66,190.66
PE,capoeiras,1,1,143.0,47.53,190.53,190.53
AL,taquarana,1,1,146.99,43.44,190.43,190.43
MG,nazareno,2,2,161.8,28.46,190.26,95.13
MG,orizania,1,1,129.95,60.14,190.09,190.09
PR,jardim olinda,1,1,139.0,50.84,189.84,189.84
MT,castanheira,3,3,128.98,60.41,189.39,63.13
SP,marinopolis,2,2,158.88,30.1,188.98,94.49
RJ,sao joao do paraiso,1,1,166.99,21.66,188.65,188.65
RJ,bom jesus do querendo,1,1,149.0,39.55,188.55,188.55
MG,porto firme,2,2,153.61,34.89,188.5,94.25
BA,itaparica,1,1,168.49,19.87,188.36,188.36
MG,ipuiuna,1,1,169.9,18.44,188.34,188.34
RO,presidente medici,2,2,119.89,68.44,188.33,94.165
BA,nova fatima,1,1,143.8,44.49,188.29,188.29
BA,correntina,2,2,130.99,57.12,188.11,94.055
RJ,visconde de maua,3,2,140.59,47.46,188.05,62.68333333333333
GO,sao joao da parauna,1,1,159.99,27.85,187.84,187.84
BA,cravolandia,1,1,139.9,47.93,187.83,187.83
PB,cubati,2,2,135.89,51.7,187.59,93.795
MG,capim branco,2,1,152.78,34.39,187.17,93.585
PA,floresta do araguaia,1,1,129.99,56.8,186.79,186.79
MG,silvianopolis,3,2,132.5,54.26,186.76,62.25333333333333
PR,luiziana,2,2,149.85,36.72,186.57,93.285
PE,cha grande,1,1,164.89,21.6,186.49,186.49
PE,santa filomena,1,1,160.0,26.4,186.4,186.4
SP,euclides da cunha paulista,2,1,163.25,23.14,186.39,93.195
MA,jatoba,1,1,149.99,36.37,186.36,186.36
SC,arroio trinta,1,1,169.9,15.94,185.84,185.84
BA,oliveira dos brejinhos,2,2,138.9,46.94,185.84,92.92
BA,brotas de macaubas,1,1,168.0,17.62,185.62,185.62
GO,cachoeira dourada,2,2,148.9,36.12,185.02,92.51
PI,pio ix,1,1,149.99,34.85,184.84,184.84
GO,urutai,3,3,133.48,51.31,184.79,61.596666666666664
RS,miraguai,1,1,169.97,13.32,183.29,183.29
MG,sao jose do divino,1,1,148.0,34.84,182.84,182.84
CE,massape,2,2,155.9,26.89,182.79,91.395
RS,putinga,2,2,144.8,37.76,182.56,91.28
PR,pranchita,1,1,158.67,23.69,182.36,182.36
MG,perpetuo socorro,2,2,149.89,32.41,182.3,91.15
SC,sao domingos,2,2,148.99,33.19,182.18,91.09
PI,conceicao do caninde,1,1,155.44,26.37,181.81,181.81
MG,sao geraldo da piedade,1,1,139.8,41.96,181.76,181.76
MG,paiva,2,2,146.2,35.54,181.74,90.87
AL,luziapolis,1,1,129.99,51.63,181.62,181.62
BA,itapicuru,2,2,137.33,44.21,181.54,90.77
RS,victor graeff,2,2,142.8,38.45,181.25,90.625
BA,itubera,3,3,100.73,80.49,181.22,60.406666666666666
MG,ibertioga,1,1,162.5,18.71,181.21,181.21
PA,mojui dos campos,2,2,119.59,61.28,180.87,90.435
PB,lagoa,1,1,110.0,70.76,180.76,180.76
PI,caldeirao grande do piaui,1,1,110.0,70.76,180.76,180.76
TO,colmeia,2,2,105.0,75.69,180.69,90.345
PR,amapora,2,2,129.9,50.75,180.65,90.325
MG,carrancas,3,3,134.79,45.83,180.62,60.20666666666666
MG,senador firmino,2,2,138.57,41.87,180.44,90.22
SC,caibi,3,3,132.05,48.36,180.41,60.13666666666666
GO,aruana,2,1,144.8,35.51,180.31,90.155
MS,bataipora,1,1,135.3,44.8,180.1,180.1
RS,santa barbara do sul,2,2,143.8,36.29,180.09,90.045
PR,boa esperanca,1,1,129.0,50.77,179.77,179.77
CE,chaval,1,1,150.0,29.45,179.45,179.45
MG,mendonca,1,1,149.9,29.45,179.35,179.35
SP,itirapina,2,2,142.9,36.31,179.21,89.605
GO,mimoso de goias,1,1,159.9,19.22,179.12,179.12
PR,quinta do sol,3,3,118.99,59.67,178.66,59.553333333333335
PB,alagoa grande,1,1,139.99,38.53,178.52,178.52
CE,groairas,1,1,152.15,26.35,178.5,178.5
MG,santa fe de minas,1,1,159.9,18.37,178.27,178.27
PR,rio verde,1,1,159.9,18.37,178.27,178.27
PR,marilandia do sul,1,1,159.9,18.37,178.27,178.27
MG,santo antonio dos campos,1,1,159.0,18.99,177.99,177.99
BA,jaua,1,1,149.9,27.48,177.38,177.38
RN,riacho da cruz,1,1,129.9,47.44,177.34,177.34
SC,romelandia,1,1,159.99,16.88,176.87,176.87
BA,candeal,1,1,144.99,31.66,176.65,176.65
MG,rio espera,1,1,149.9,26.55,176.45,176.45
ES,iuna,2,2,131.0,45.27,176.27,88.135
CE,madalena,1,1,132.9,43.34,176.24,176.24
GO,aurilandia,1,1,122.99,53.21,176.2,176.2
GO,nova crixas,1,1,153.4,22.78,176.18,176.18
MG,turvolandia,2,2,143.9,32.19,176.09,88.045
PR,santa amelia,1,1,160.0,15.87,175.87,175.87
RS,ivora,1,1,149.9,25.89,175.79,175.79
MT,salto do ceu,2,2,140.39,35.22,175.61,87.805
RS,lagoao,1,1,156.45,18.98,175.43,175.43
MG,simao pereira,1,1,149.0,26.41,175.41,175.41
PB,conceicao,2,2,114.49,60.75,175.24,87.62
MG,machacalis,2,2,138.89,36.28,175.17,87.585
ES,jacigua,2,2,134.49,40.62,175.11,87.555
TO,lajeado,1,1,120.0,55.1,175.1,175.1
PI,ilha grande,1,1,139.9,34.78,174.68,174.68
TO,pindorama do tocantins,2,2,99.66,74.52,174.18,87.09
PR,mariopolis,1,1,154.99,18.96,173.95,173.95
PE,quixada,1,1,134.9,38.99,173.89,173.89
PR,ibema,1,1,134.9,38.99,173.89,173.89
PI,sao jose do piaui,1,1,149.9,23.98,173.88,173.88
BA,presidente janio quadros,1,1,149.9,23.98,173.88,173.88
PI,alegrete do piaui,1,1,149.9,23.98,173.88,173.88
PI,itaueira,2,1,105.28,68.34,173.62,86.81
MG,coracao de jesus,3,3,123.9,49.48,173.38,57.79333333333334
GO,sao patricio,1,1,158.7,14.26,172.96,172.96
BA,dom basilio,3,3,100.28,72.43,172.71,57.57
MT,poxoreu,2,2,128.57,44.02,172.59,86.295
TO,aparecida do rio negro,1,1,115.0,57.58,172.58,172.58
SP,lupercio,3,3,133.79,38.32,172.11,57.37
RR,bonfim,1,1,89.9,81.79,171.69,171.69
BA,pindai,2,2,134.8,36.74,171.54,85.77
SP,sao sebastiao da serra,1,1,157.9,13.45,171.35,171.35
RJ,tres irmaos,1,1,139.8,31.4,171.2,171.2
SP,caiua,2,2,146.0,24.99,170.99,85.495
SC,picarras,1,1,155.0,15.84,170.84,170.84
MS,tacuru,1,1,120.0,50.71,170.71,170.71
RN,sitio novo,1,1,149.9,20.24,170.14,170.14
PE,sao domingos,1,1,114.94,55.07,170.01,170.01
PB,inga,1,1,130.0,39.99,169.99,169.99
BA,saude,2,2,119.4,50.58,169.98,84.99
MG,senhora de oliveira,2,2,116.9,53.04,169.94,84.97
CE,guassusse,1,1,149.9,20.02,169.92,169.92
PB,remigio,1,1,149.9,20.02,169.92,169.92
GO,simolandia,2,2,138.99,30.74,169.73,84.865
RS,seberi,2,2,130.39,39.28,169.67,84.835
MG,careacu,2,2,116.13,53.46,169.59,84.795
SP,santa maria da serra,2,2,143.64,25.78,169.42,84.71
BA,heliopolis,1,1,149.0,20.28,169.28,169.28
SP,alfredo marcondes,1,1,129.0,40.23,169.23,169.23
MG,andrelandia,3,3,119.36,49.71,169.07,56.35666666666667
RN,marcelino vieira,1,1,117.7,51.32,169.02,169.02
PR,itaguaje,2,2,138.8,30.16,168.96,84.48
RN,carnauba dos dantas,1,1,129.99,38.46,168.45,168.45
AL,pilar,3,3,99.7,68.66,168.36,56.12
MG,urucuia,1,1,149.99,18.3,168.29,168.29
MG,paula candido,1,1,129.0,39.19,168.19,168.19
RN,rodolfo fernandes,2,2,99.89,68.3,168.19,84.095
ES,vila nelita,2,2,119.9,48.08,167.98,83.99
RS,ibarama,1,1,149.0,18.92,167.92,167.92
GO,agua fria de goias,1,1,152.0,15.81,167.81,167.81
PR,ourizona,1,1,143.8,24.0,167.8,167.8
MG,matutina,2,2,134.89,32.77,167.66,83.83
PR,quatro pontes,1,1,149.0,18.66,167.66,167.66
PB,aroeiras,1,1,149.99,17.49,167.48,167.48
TO,carmolandia,1,1,129.0,38.45,167.45,167.45
MG,itatiaiucu,2,2,129.9,37.25,167.15,83.575
PR,maua da serra,2,2,129.99,37.13,167.12,83.56
MT,juscimeira,2,2,123.8,43.2,167.0,83.5
SP,sao francisco,2,2,120.87,45.85,166.72,83.36
PB,santa cecilia,1,1,149.9,16.81,166.71,166.71
MG,piracema,1,1,149.0,17.59,166.59,166.59
SP,jaborandi,3,3,126.29,40.09,166.38,55.46
MG,angustura,1,1,139.0,27.29,166.29,166.29
PR,adhemar de barros,1,1,139.0,27.29,166.29,166.29
PE,caetes,1,1,122.9,43.14,166.04,166.04
RS,alto alegre,1,1,139.9,25.82,165.72,165.72
SC,paial,1,1,139.99,25.72,165.71,165.71
RO,mirante da serra,1,1,120.9,44.7,165.6,165.6
MG,sao joao das missoes,2,2,119.99,45.16,165.15,82.575
SP,tecainda,1,1,149.99,15.14,165.13,165.13
RS,protasio alves,2,2,122.9,42.16,165.06,82.53
SC,jose boiteux,1,1,119.7,45.3,165.0,165.0
PA,santa maria do para,2,2,106.99,57.9,164.89,82.445
BA,itagi,2,2,111.89,52.75,164.64,82.32
PB,alagoa nova,1,1,113.0,51.29,164.29,164.29
MA,vitoria do mearim,2,2,78.9,85.1,164.0,82.0
SE,carmopolis,2,2,87.31,76.14,163.45,81.725
MG,dom joaquim,1,1,149.0,14.38,163.38,163.38
SP,nossa senhora do remedio,2,2,131.9,31.39,163.29,81.645
GO,corumba de goias,2,2,126.99,36.29,163.28,81.64
RS,vespasiano correa,1,1,144.99,18.26,163.25,163.25
TO,araguacu,1,1,129.5,33.36,162.86,162.86
PB,bonito de santa fe,1,1,119.6,43.25,162.85,162.85
CE,ocara,2,2,109.89,52.8,162.69,81.345
TO,centenario,1,1,134.99,27.48,162.47,162.47
PA,murucupi,1,1,129.9,32.23,162.13,162.13
MG,guiricema,1,1,149.9,11.66,161.56,161.56
MG,piau,2,2,125.89,35.55,161.44,80.72
PR,jardim alegre,2,2,118.38,43.06,161.44,80.72
RO,cerejeiras,1,1,117.99,43.24,161.23,161.23
MG,inhauma,2,2,124.98,36.23,161.21,80.605
BA,sao desiderio,1,1,125.0,36.19,161.19,161.19
PR,ipiranga,3,2,110.89,50.2,161.09,53.696666666666665
GO,araguapaz,2,2,120.9,39.99,160.89,80.445
CE,meruoca,2,2,95.0,65.85,160.85,80.425
PR,tamarana,2,2,103.9,56.94,160.84,80.42
RS,esmeralda,1,1,145.0,15.76,160.76,160.76
CE,oros,2,2,100.65,60.06,160.71,80.355
MT,itiquira,1,1,133.0,27.66,160.66,160.66
RN,sao fernando,1,1,125.9,34.68,160.58,160.58
RN,extremoz,2,2,111.79,48.35,160.14,80.07
PB,araruna,1,1,129.9,29.95,159.85,159.85
PB,riacho de santo antonio,1,1,129.9,29.7,159.6,159.6
BA,mascote,2,2,122.4,36.59,158.99,79.495
TO,duere,1,1,115.9,42.87,158.77,158.77
MG,central de santa helena,1,1,139.9,18.86,158.76,158.76
MG,santa cruz do prata,2,2,128.9,29.82,158.72,79.36
PR,doutor ulysses,1,1,122.0,36.61,158.61,158.61
SC,morro grande,1,1,119.8,38.78,158.58,158.58
PI,santa cruz do piaui,1,1,119.99,38.39,158.38,158.38
PB,juripiranga,1,1,69.99,88.0,157.99,157.99
PR,grandes rios,2,2,128.99,28.76,157.75,78.875
SP,igaracu do tiete,4,4,107.69,49.97,157.66,39.415
RN,felipe guerra,1,1,122.99,34.66,157.65,157.65
MG,itabirinha,1,1,108.0,49.41,157.41,157.41
BA,mundo novo,1,1,129.0,28.28,157.28,157.28
BA,ibitiara,1,1,118.9,38.38,157.28,157.28
MG,aracitaba,2,2,119.8,36.94,156.74,78.37
MT,porto estrela,1,1,129.9,26.82,156.72,156.72
SC,abdon batista,1,1,125.4,31.3,156.7,156.7
BA,paripiranga,2,2,77.71,78.94,156.65,78.325
RS,sao joao da urtiga,1,1,139.9,16.74,156.64,156.64
SP,estrela d oeste,1,1,134.9,21.43,156.33,156.33
MG,chale,2,2,116.4,39.82,156.22,78.11
MG,presidente kubitschek,2,2,115.43,40.63,156.06,78.03
MA,formosa da serra negra,1,1,99.0,56.5,155.5,155.5
RS,silveira martins,1,1,119.8,35.34,155.14,155.14
PB,nova floresta,1,1,129.6,25.4,155.0,155.0
PR,sede alvorada,1,1,119.0,35.9,154.9,154.9
PR,imbau,2,2,124.2,30.67,154.87,77.435
PR,sao clemente,1,1,139.8,15.06,154.86,154.86
PB,pitanga de estrada,1,1,120.0,34.83,154.83,154.83
MA,boa vista do gurupi,2,2,93.89,60.86,154.75,77.375
RS,barao de cotegipe,2,1,126.89,27.82,154.71,77.355
MA,miranda do norte,1,1,120.0,34.64,154.64,154.64
MG,dionisio,2,2,118.8,35.62,154.42,77.21
MG,morro do ferro,1,1,120.0,34.38,154.38,154.38
SP,neves paulista,3,3,112.58,41.74,154.32,51.44
MT,conquista d'oeste,1,1,89.99,64.05,154.04,154.04
MG,brejo bonito,1,1,139.9,14.0,153.9,153.9
PR,cantagalo,2,2,114.99,38.85,153.84,76.92
PI,luis correia,1,1,115.0,38.36,153.36,153.36
MS,anastacio,2,2,116.9,36.45,153.35,76.675
SC,cerro negro,1,1,118.0,35.32,153.32,153.32
MG,senador modestino goncalves,2,2,119.32,33.85,153.17,76.585
PR,iguatu,1,1,137.9,15.14,153.04,153.04
CE,missi,1,1,109.9,43.05,152.95,152.95
AL,ibateguara,2,2,75.9,76.96,152.86,76.43
PR,farol,1,1,126.99,25.73,152.72,152.72
RS,caseiros,1,1,109.9,42.76,152.66,152.66
MG,pirajuba,1,1,135.9,16.71,152.61,152.61
AL,dois riachos,1,1,104.99,47.26,152.25,152.25
SC,coronel martins,2,1,121.3,30.84,152.14,76.07
MG,salto da divisa,2,2,116.98,34.68,151.66,75.83
MG,planura,2,2,102.16,48.94,151.1,75.55
PR,mandirituba,2,2,92.65,58.43,151.08,75.54
AL,pau d'arco,1,1,92.9,58.08,150.98,150.98
MG,liberdade,3,3,107.23,43.67,150.9,50.3
PB,varzea,1,1,98.99,51.19,150.18,150.18
CE,flores,1,1,129.9,20.0,149.9,149.9
GO,mairipotaba,1,1,129.77,19.88,149.65,149.65
PI,lagoinha do piaui,1,1,115.0,34.61,149.61,149.61
GO,domiciano ribeiro,2,2,114.89,34.49,149.38,74.69
PR,rancho alegre d'oeste,1,1,117.3,31.99,149.29,149.29
PA,monte alegre,1,1,98.0,51.26,149.26,149.26
ES,divino de sao lourenco,1,1,103.97,45.19,149.16,149.16
MA,cajapio,1,1,89.99,59.17,149.16,149.16
CE,mucambo,1,1,119.9,29.24,149.14,149.14
MA,sao joao batista,1,1,113.0,36.11,149.11,149.11
RJ,sacra familia do tingua,1,1,119.8,29.24,149.04,149.04
GO,santo antonio de goias,1,1,119.9,29.12,149.02,149.02
MG,grupiara,1,1,129.94,19.0,148.94,148.94
RS,barra do rio azul,1,1,99.0,49.71,148.71,148.71
PR,entre rios do oeste,3,3,93.89,54.69,148.58,49.526666666666664
GO,sao luiz do norte,1,1,129.99,18.34,148.33,148.33
RN,jandaira,1,1,109.9,38.32,148.22,148.22
RS,chiapetta,1,1,129.99,18.16,148.15,148.15
TO,pugmil,1,1,114.9,33.25,148.15,148.15
MG,ibiracatu,1,1,129.99,18.16,148.15,148.15
PR,cruzeiro do iguacu,1,1,129.99,18.16,148.15,148.15
BA,wagner,1,1,119.9,27.79,147.69,147.69
BA,biritinga,1,1,120.0,27.57,147.57,147.57
MG,estrela do indaia,2,2,112.8,34.7,147.5,73.75
PB,manaira,1,1,90.0,57.4,147.4,147.4
CE,aiuaba,1,1,109.7,37.68,147.38,147.38
MG,ferros,2,2,119.6,27.76,147.36,73.68
PE,agua preta,1,1,129.99,17.35,147.34,147.34
BA,barro preto,1,1,118.8,27.78,146.58,146.58
RS,capitao,1,1,107.8,38.7,146.5,146.5
MG,passa tempo,1,1,120.0,26.46,146.46,146.46
MG,durande,2,2,117.49,28.7,146.19,73.095
RS,andre da rocha,1,1,119.0,27.13,146.13,146.13
MG,pocoes de paineiras,1,1,102.89,43.06,145.95,145.95
RS,sao francisco de assis,2,2,109.89,35.5,145.39,72.695
SE,cristinapolis,1,1,77.9,67.47,145.37,145.37
MT,tapurah,1,1,125.0,20.11,145.11,145.11
SC,lajeado grande,1,1,130.0,15.08,145.08,145.08
BA,anguera,1,1,99.0,45.99,144.99,144.99
TO,augustinopolis,1,1,107.0,37.89,144.89,144.89
BA,itagiba,2,2,126.89,17.97,144.86,72.43
RN,tibau do sul,1,1,99.99,44.8,144.79,144.79
SC,peritiba,2,2,106.9,37.81,144.71,72.355
MG,comercinho,1,1,129.0,15.65,144.65,144.65
MG,corrego fundo,1,1,129.0,15.65,144.65,144.65
SP,jeriquara,1,1,129.0,15.65,144.65,144.65
ES,brejetuba,1,1,128.89,15.65,144.54,144.54
AL,sao jose da tapera,1,1,109.9,34.57,144.47,144.47
SP,mombuca,3,3,107.14,37.33,144.47,48.156666666666666
MG,jacinto,2,2,113.99,30.47,144.46,72.23
SC,luiz alves,2,2,114.0,30.4,144.4,72.2
MG,cruzeiro da fortaleza,2,2,114.9,29.4,144.3,72.15
MA,presidente medici,1,1,105.0,38.99,143.99,143.99
RS,augusto pestana,2,2,76.88,67.07,143.95,71.975
SP,jaci,2,2,115.89,27.52,143.41,71.705
MA,moncao,1,1,85.99,57.37,143.36,143.36
BA,brejoes,1,1,124.9,18.44,143.34,143.34
SP,guzolandia,1,1,101.62,41.69,143.31,143.31
MG,sao geraldo do baguari,1,1,117.3,25.66,142.96,142.96
PR,sao pedro do iguacu,1,1,117.3,25.66,142.96,142.96
BA,central,1,1,119.5,23.39,142.89,142.89
PI,avelino lopes,2,2,72.89,69.83,142.72,71.36
PR,turvo,2,2,112.1,30.58,142.68,71.34
MG,cachoeira dourada,1,1,119.9,22.77,142.67,142.67
PE,machados,1,1,89.9,52.76,142.66,142.66
PE,orobo,1,1,99.9,42.73,142.63,142.63
PB,serra branca,1,1,84.9,57.36,142.26,142.26
SC,angelina,1,1,126.99,15.06,142.05,142.05
SP,gaviao peixoto,2,2,94.89,47.15,142.04,71.02
CE,barreira,1,1,123.89,18.12,142.01,142.01
MG,francisco dumont,2,2,108.89,32.98,141.87,70.935
PB,sao francisco,1,1,89.0,52.75,141.75,141.75
RS,charrua,1,1,125.0,16.63,141.63,141.63
BA,ibirapua,1,1,122.99,18.43,141.42,141.42
SE,itabi,1,1,89.9,51.13,141.03,141.03
SP,mariapolis,2,2,111.9,29.08,140.98,70.49
MG,agua comprida,2,2,106.9,33.75,140.65,70.325
SP,tapirai,2,2,108.65,31.88,140.53,70.265
PR,paranapoema,1,1,89.99,50.5,140.49,140.49
SP,meridiano,1,1,119.0,21.47,140.47,140.47
SP,presidente alves,2,2,112.61,27.81,140.42,70.21
GO,ipiranga de goias,1,1,119.9,20.08,139.98,139.98
SP,bora,1,1,119.9,19.81,139.71,139.71
CE,banabuiu,1,1,79.0,60.61,139.61,139.61
PR,iretama,1,1,117.3,22.29,139.59,139.59
AC,brasileia,1,1,59.7,79.83,139.53,139.53
AC,epitaciolandia,1,1,92.34,47.18,139.52,139.52
BA,maiquinique,1,1,119.4,20.08,139.48,139.48
RS,erebango,1,1,119.99,19.43,139.42,139.42
TO,divinopolis do tocantins,1,1,120.99,18.28,139.27,139.27
SP,nova canaa paulista,2,2,109.89,29.26,139.15,69.575
ES,braco do rio,2,2,101.49,37.44,138.93,69.465
SP,natividade da serra,1,1,125.0,13.89,138.89,138.89
RS,sao nicolau,1,1,122.99,15.61,138.6,138.6
PR,santana,1,1,122.99,15.61,138.6,138.6
MA,brejo,1,1,99.99,38.25,138.24,138.24
SE,japaratuba,1,1,99.99,38.25,138.24,138.24
AL,cajueiro,1,1,99.9,38.25,138.15,138.15
PR,manfrinopolis,1,1,111.0,27.08,138.08,138.08
MG,sardoa,1,1,119.9,18.09,137.99,137.99
RN,vila flor,1,1,99.73,38.25,137.98,137.98
MG,campo alegre de minas,1,1,119.0,18.93,137.93,137.93
AL,atalaia,1,1,89.58,48.07,137.65,137.65
